	target	text	sentiment
1344	signal	"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."	-1
1345	memory	I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.	0
1346	Windows 7 Starter	I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.	0
1347	Win 7 Home	I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.	0
1348	runs	I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.	1
1349	edges	Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.	-1
1350	incase shells	Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.	1
1351	keyboard	It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.	1
1352	weight	It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.	1
1353	use	It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.	1
1354	shipping	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!	-1
1355	repair center	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!	0
1356	DVD burner	Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.	-1
1357	power supply	Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.	-1
1358	keyboard	This computer that I have has had issues with the keyboard where it lost half the keyboard functions.	-1
1359	keyboard functions	This computer that I have has had issues with the keyboard where it lost half the keyboard functions.	-1
1360	programs	It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.	0
1361	system	It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.	1
1362	using the internet	It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.	0
1363	desktop background	1.You can not change your desktop background (window's 7 starter does NOT support that function).	-1
1364	window's 7 starter	1.You can not change your desktop background (window's 7 starter does NOT support that function).	-1
1365	function	1.You can not change your desktop background (window's 7 starter does NOT support that function).	-1
1366	charger	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.	-1
1367	hardware	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.	-1
1368	videocard	Strengths:Well-shaped Weaknesses:A bad videocard!	-1
1369	shaped	Strengths:Well-shaped Weaknesses:A bad videocard!	1
1370	battery life	The battery life, before the battery completely died of course, left much to be desired.	-1
1371	battery	The battery life, before the battery completely died of course, left much to be desired.	-1
1372	features	It had most of the features and all of the power that I wanted to replace my desktop machine.	1
1373	power	It had most of the features and all of the power that I wanted to replace my desktop machine.	1
1374	memory	It has a lot of memory and a great battery life.	1
1375	battery life	It has a lot of memory and a great battery life.	1
1376	service rep	I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!	0
1377	power adapter	I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!	-1
1378	program	I love this program, it is superior to windows movie maker.	1
1379	windows movie maker	I love this program, it is superior to windows movie maker.	-1
1380	hard drive	He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.	-1
1381	antivirus software	He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.	-1
1382	design	This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.	1
1383	beauty	This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.	1
1384	Garmin GPS software	It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.	-1
1385	Microsoft Office 2003	It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.	-1
1386	staff	"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer."	-1
1387	fan noise	"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer."	-1
1388	screen	Crisp screen, great battery life, and plenty of storage.	1
1389	battery life	Crisp screen, great battery life, and plenty of storage.	1
1390	storage	Crisp screen, great battery life, and plenty of storage.	1
1391	iWork	I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.	-1
1392	MS Office	I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.	-1
1393	MS Office	I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.	-1
1394	mac osx	previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.	1
1395	operating system	previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.	1
1396	hinge	Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.	-1
1397	motherboard	Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.	0
1398	leather carrying case	The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.	0
1399	keyboard	The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.	0
1400	mouse	The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.	0
1401	Paralles	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0
1402	Windows XP Professional	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0
1403	Windows 7 Home Premium	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0
1404	Windows Server Enterprise 2003	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0
1405	Windows Server 2008 Enterprise	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0
1406	repair	How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.	1
1407	food	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.	1
1408	kitchen	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.	1
1409	menu	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.	0
1410	food	Not only was the food outstanding, but the little 'perks' were great.	1
1411	perks	Not only was the food outstanding, but the little 'perks' were great.	1
1412	orrechiete with sausage and chicken	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).	1
1413	waiters	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).	1
1414	meats	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).	0
1415	dish	Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).	0
1416	toast	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	-1
1417	mayonnaise	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	-1
1418	bacon	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	-1
1419	cheese	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	0
1420	ingredients	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	-1
1421	plate	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	0
1422	omelet	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	0
1423	drinks	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!	0
1424	check	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!	0
1425	design	The design and atmosphere is just as good.	1
1426	atmosphere	The design and atmosphere is just as good.	1
1427	pizza	The pizza is the best if you like thin crusted pizza.	1
1428	thin crusted pizza	The pizza is the best if you like thin crusted pizza.	0
1429	interior decoration	All the money went into the interior decoration, none of it went to the chefs.	1
1430	chefs	All the money went into the interior decoration, none of it went to the chefs.	-1
1431	pickles	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	1
1432	selection of meats and seafoods	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	1
1433	dishes	My suggestion is to eat family style because you'll want to try the other dishes.	0
1434	eat family style	My suggestion is to eat family style because you'll want to try the other dishes.	1
1435	vibe	Best of all is the warm vibe, the owner is super friendly and service is fast.	1
1436	owner	Best of all is the warm vibe, the owner is super friendly and service is fast.	1
1437	service	Best of all is the warm vibe, the owner is super friendly and service is fast.	1
1438	food	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	1
1439	atmosphere	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	1
1440	service	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	1
1441	food	Great food at REASONABLE prices, makes for an evening that can't be beat!	1
1442	prices	Great food at REASONABLE prices, makes for an evening that can't be beat!	1
1443	interior decor	this little place has a cute interior decor and affordable city prices.	1
1444	prices	this little place has a cute interior decor and affordable city prices.	1
1445	price	The price is reasonable although the service is poor.	1
1446	service	The price is reasonable although the service is poor.	-1
1447	sushi	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	0
1448	sushi bar	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	0
1449	mussels	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	1
1450	puff pastry goat cheese	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	1
1451	salad with a delicious dressing	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	1
1452	hanger steak au poivre	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	1
1453	courses	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	0
1454	service	The place is so cool and the service is prompt and curtious.	1
1455	place	The place is so cool and the service is prompt and curtious.	1
1456	meal	I just wonder how you can have such a delicious meal for such little money.	1
1457	money	I just wonder how you can have such a delicious meal for such little money.	1
1458	lunch	This is a consistently great place to dine for lunch or dinner.	0
1459	dinner	This is a consistently great place to dine for lunch or dinner.	0
1460	dine	This is a consistently great place to dine for lunch or dinner.	1
1461	atmosphere	Nice atmosphere, the service was very pleasant and the desert was good.	1
1462	service	Nice atmosphere, the service was very pleasant and the desert was good.	1
1463	desert	Nice atmosphere, the service was very pleasant and the desert was good.	1
1464	bar	After really enjoying ourselves at the bar we sat down at a table and had dinner.	1
1465	table	After really enjoying ourselves at the bar we sat down at a table and had dinner.	0
1466	dinner	After really enjoying ourselves at the bar we sat down at a table and had dinner.	0
1467	service	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	1
1468	food	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	1
1469	atmosphere	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	1
1470	environment	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	1
1471	food	Great food, good size menu, great service and an unpretensious setting.	1
1472	menu	Great food, good size menu, great service and an unpretensious setting.	1
1473	service	Great food, good size menu, great service and an unpretensious setting.	1
1474	setting	Great food, good size menu, great service and an unpretensious setting.	1
1475	dinner	Go here for a romantic dinner but not for an all out wow dining experience.	1
1476	dining	Go here for a romantic dinner but not for an all out wow dining experience.	1
1477	Wine list selection	Wine list selection is good and wine-by-the-glass was generously filled to the top.	1
1478	wine-by-the-glass	Wine list selection is good and wine-by-the-glass was generously filled to the top.	1
1479	menu	The menu is very limited - i think we counted 4 or 5 entrees.	-1
1480	entrees	The menu is very limited - i think we counted 4 or 5 entrees.	-1
1481	menu	The menu is limited but almost all of the dishes are excellent.	-1
1482	dishes	The menu is limited but almost all of the dishes are excellent.	1
1483	bagels	Great bagels, spreads and a good place to hang out in.	1
1484	spreads	Great bagels, spreads and a good place to hang out in.	1
1485	ingredients	Dip the ingredients in with your chopsticks, swirl them around, and eat.	0
1486	chopsticks	Dip the ingredients in with your chopsticks, swirl them around, and eat.	0
1487	service	They are often crowded on the weekends but they are efficient and accurate with their service.	1
1488	crowded	They are often crowded on the weekends but they are efficient and accurate with their service.	-1
1489	atmosphere	The atmosphere is unheralded, the service impecible, and the food magnificant.	1
1490	service	The atmosphere is unheralded, the service impecible, and the food magnificant.	1
1491	food	The atmosphere is unheralded, the service impecible, and the food magnificant.	1
1492	wait staff	The wait staff is friendly, and the food has gotten better and better!	1
1493	food	The wait staff is friendly, and the food has gotten better and better!	1
1494	vibe	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	1
1495	French food	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	1
1496	packed	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	-1
1497	pizza	Right off the L in Brooklyn this is a nice cozy place with good pizza.	1
1498	place	Right off the L in Brooklyn this is a nice cozy place with good pizza.	1
1499	delivery	I also ordered for delivery and the restaurant forgot half the order.	-1
1500	order	I also ordered for delivery and the restaurant forgot half the order.	-1
1501	server	Our server checked on us maybe twice during the entire meal.	-1
1502	meal	Our server checked on us maybe twice during the entire meal.	0
1503	price	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	1
1504	shell crab	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	1
1505	reservations	I have tried to make reservations, but both times, the hostess didn't have my name.	0
1506	hostess	I have tried to make reservations, but both times, the hostess didn't have my name.	-1
1507	rice dishes	I also recommend the rice dishes or the different varieties of congee (rice porridge).	1
1508	congee (rice porridge)	I also recommend the rice dishes or the different varieties of congee (rice porridge).	1
1509	chef	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
1510	fish dishes	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
1511	soups	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
1512	kitchen	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
1513	cuisine	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1
1514	wine	If you love wine and cheese and delicious french fare, you'll love Artisanal!	1
1515	french fare	If you love wine and cheese and delicious french fare, you'll love Artisanal!	1
1516	cheese	If you love wine and cheese and delicious french fare, you'll love Artisanal!	1
1517	service	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	-1
1518	food	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	-1
1519	managers	From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	-1
1520	food	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	1
1521	food	Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	1
1522	wine selection	The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.	1
1523	reservation	The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.	0
1524	Service	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	1
1525	maitre	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	1
1526	reservation	Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	-1
1527	raw vegatables	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	-1
1528	Indian	They have authentic Indian at amazin prices.	1
1529	prices	They have authentic Indian at amazin prices.	1
1530	BBQ Salmon	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	1
1531	Sea Bass	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	1
1532	Crispy Duck	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	1
1533	ingredients	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	1
1534	ingredients	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	1
1535	pizza	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	-1
1536	crust	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	0
1537	kababs	and yes Dal Bukhara is so dam good and so are all the kababs.	1
1538	Dal Bukhara	and yes Dal Bukhara is so dam good and so are all the kababs.	1
1539	meal	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	1
1540	price	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.	1
1541	glass of prosecco	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	1
1542	mussels	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	1
1543	glass of Leaping Lizard	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	1
1544	Food	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	0
1545	creme brulee	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	-1
1546	sugar	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	-1
1547	food	The food always tastes fresh and served promptly.	1
1548	served	The food always tastes fresh and served promptly.	1
1549	Pizza	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	1
1550	delivery	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	1
1551	garlic knots	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	1
1552	Service	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	-1
1553	teapot	Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	1
1554	pizza	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	1
1555	fresh mozzarella	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	1
1556	cheese	The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	-1
1557	place	Its an excellent place to relax and the food is one of the best in the city of New York.	1
1558	food	Its an excellent place to relax and the food is one of the best in the city of New York.	1
1559	service	service is friendly, and never had a problem walking in and getting a table.	1
1560	getting a table	service is friendly, and never had a problem walking in and getting a table.	1
1561	bistro-type vibe	The atmosphere was crowded but it was a great bistro-type vibe.	1
1562	waitress	First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	-1
1563	tables	First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	0
1564	prices	What is even better, is that the prices are very affordable as well, and the food is really good.	1
1565	food	What is even better, is that the prices are very affordable as well, and the food is really good.	1
1566	fish	The fish is fresh but the variety of fish is nothing out of ordinary.	1
1567	variety of fish	The fish is fresh but the variety of fish is nothing out of ordinary.	-1
1568	pesto pizza	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	1
1569	house salad	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	1
1570	bottle of wine	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	1
1571	meal	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	1
1572	bartender	And Kruno, the beverage manager is the best bartender I have yet to come across.	1
1573	beverage manager	And Kruno, the beverage manager is the best bartender I have yet to come across.	1
1574	Ambiance	Ambiance and music funky, which I enjoy.	1
1575	music	Ambiance and music funky, which I enjoy.	1
1576	food	The food, drinks and service are clearly among the best in the city.	1
1577	drinks	The food, drinks and service are clearly among the best in the city.	1
1578	service	The food, drinks and service are clearly among the best in the city.	1
1579	food	I went there in late afternoon for some bite size food and refleshment with my date.	0
1580	refleshment	I went there in late afternoon for some bite size food and refleshment with my date.	0
1581	ambiance	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1582	service	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1583	foods	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1584	tastes	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1585	sommlier	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1586	captain	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1587	back waiters	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1
1588	space	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	-1
1589	service	Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	1
1590	service	The service was attentive and her suggestions of menu items was right on the mark.	1
1591	menu items	The service was attentive and her suggestions of menu items was right on the mark.	1
1592	environment	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	1
1593	food	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	-1
1594	service	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	-1
1595	Pad Thai	I had the Pad Thai and the noodles were sticky.	-1
1596	noodles	I had the Pad Thai and the noodles were sticky.	-1
1597	food	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	1
1598	wait building	If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!	-1
1599	corridor	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	-1
1600	space	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	-1
1601	counters	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	-1
1602	counter	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	-1
1603	entrees	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	0
1604	steaks	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.	1
1605	salads	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.	1
1606	sides	Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.	1
1607	Lunch	Lunch came with pickels and slaw, no extra charge.	1
1608	pickels and slaw	Lunch came with pickels and slaw, no extra charge.	0
1609	wine	Decent wine at reasonable prices.	1
1610	prices	Decent wine at reasonable prices.	1
1611	food	The only thing more wonderful than the food (which is exceptional) is the service.	1
1612	service	The only thing more wonderful than the food (which is exceptional) is the service.	1
1613	soup for the udon	The soup for the udon was soy sauce and water.	-1
1614	soy sauce	The soup for the udon was soy sauce and water.	0
1615	water	The soup for the udon was soy sauce and water.	0
1616	anti-pasta	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	1
1617	calamari	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	1
1618	filling pasta mains	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	1
1619	waitress	The waitress suggested glasses of wine that went very well with the food.	1
1620	food	The waitress suggested glasses of wine that went very well with the food.	0
1621	glasses of wine	The waitress suggested glasses of wine that went very well with the food.	1
1622	food	They might be all business at the counter when you give your order, but their food says I love you.	1
1623	counter	They might be all business at the counter when you give your order, but their food says I love you.	-1
1624	sushi	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1625	ceviche mix (special)	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1626	crab dumplings	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1627	assorted sashimi	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1628	sushi	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1629	rolls	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1630	sake	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1631	banana tempura	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1
1632	plain pizza	Try their plain pizza with fresh garlic or eggplant.	1
1633	garlic	Try their plain pizza with fresh garlic or eggplant.	1
1634	eggplant	Try their plain pizza with fresh garlic or eggplant.	1
1635	servers	Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.	-1
1636	takeout menu	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	1
1637	menu	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	1
1638	italian dishes	The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!	1
1639	beers	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
1640	food	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
1641	pumkin tortelini	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1
