	Unnamed: 0	target	text	sentiment	target_text
4334	2278	staff	Friendly and informative staff, very attentive and prompt raw bar service.	1	Friendly and informative staff, very attentive and prompt raw bar service. [SEP] staff
3444	1388	screen	Crisp screen, great battery life, and plenty of storage.	1	Crisp screen, great battery life, and plenty of storage. [SEP] screen
3669	1613	soup for the udon	The soup for the udon was soy sauce and water.	-1	The soup for the udon was soy sauce and water. [SEP] soup for the udon
326	326	LOCATION2	Go to LOCATION1 and to LOCATION2	1	Go to LOCATION1 and to LOCATION2 [SEP] LOCATION2
193	193	LOCATION1	 you will have no problems there LOCATION1 is a nice place	1	 you will have no problems there LOCATION1 is a nice place [SEP] LOCATION1
452	452	LOCATION1	I would say LOCATION1 but it's so expensive	1	I would say LOCATION1 but it's so expensive [SEP] LOCATION1
5612	3556	menu	Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.	0	Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick. [SEP] menu
2117	61	use	Everything is so easy to use, Mac software is just so much simpler than Microsoft software.	1	Everything is so easy to use, Mac software is just so much simpler than Microsoft software. [SEP] use
2327	271	hardware	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	0	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software. [SEP] hardware
3976	1920	turnip cake	A few tips: skip the turnip cake, roast pork buns and egg custards.	-1	A few tips: skip the turnip cake, roast pork buns and egg custards. [SEP] turnip cake
1603	1603	LOCATION2	Also going west,  LOCATION2 and LOCATION1 are nice, too	1	Also going west,  LOCATION2 and LOCATION1 are nice, too [SEP] LOCATION2
1594	1594	LOCATION1	Aesthetically I would go for LOCATION1 - it has loads of lovely green space to walk on	1	Aesthetically I would go for LOCATION1 - it has loads of lovely green space to walk on [SEP] LOCATION1
3743	1687	onion soup	The food was really good, I had the onion soup and it was one of the best ever.	1	The food was really good, I had the onion soup and it was one of the best ever. [SEP] onion soup
4415	2359	reservation	Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.	1	Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar. [SEP] reservation
5258	3202	curry	Its not curry in a slurry crap, and regular run of the mill food.	0	Its not curry in a slurry crap, and regular run of the mill food. [SEP] curry
5779	3723	spice	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	-1	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish. [SEP] spice
1363	1363	LOCATION1	LOCATION1, posh and down to earth at the same time	1	LOCATION1, posh and down to earth at the same time [SEP] LOCATION1
2470	414	thunderbolt port	Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.	1	Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port. [SEP] thunderbolt port
3638	1582	service	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	1	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance. [SEP] service
246	246	LOCATION2	Areas of LOCATION1 are nice,  I would avoid LOCATION2 	-1	Areas of LOCATION1 are nice,  I would avoid LOCATION2  [SEP] LOCATION2
2487	431	iTunes	The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.	1	The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well. [SEP] iTunes
5567	3511	lunch	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	1	The ambience is pretty and nice for conversation, so a casual lunch here would probably be best. [SEP] lunch
701	701	LOCATION1	LOCATION1 is lovely and in walking distance	1	LOCATION1 is lovely and in walking distance [SEP] LOCATION1
3588	1532	Crispy Duck	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	1	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck. [SEP] Crispy Duck
1260	1260	LOCATION1	If London is a must then avoid the area around LOCATION1 and LOCATION2 in the South-East	-1	If London is a must then avoid the area around LOCATION1 and LOCATION2 in the South-East [SEP] LOCATION1
511	511	LOCATION1	In LOCATION2 LOCATION1 has some nice streets	1	In LOCATION2 LOCATION1 has some nice streets [SEP] LOCATION1
1914	1914	LOCATION1	Most students of all backgrounds live all over the place : LOCATION1 is a bit grubby , but it 's a big hub for students and young people because of its proximity to Goldsmiths University	-1	Most students of all backgrounds live all over the place : LOCATION1 is a bit grubby , but it 's a big hub for students and young people because of its proximity to Goldsmiths University [SEP] LOCATION1
7	7	LOCATION1	  I lived in LOCATION1 for 6 months and adored it	1	  I lived in LOCATION1 for 6 months and adored it [SEP] LOCATION1
5353	3297	price	Considering their price of $6.25 for lunch special, the dish was ridiculously small.	-1	Considering their price of $6.25 for lunch special, the dish was ridiculously small. [SEP] price
4121	2065	place	It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.	1	It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner. [SEP] place
2816	760	battery life	Aside from the trial software and the short battery life, lack of a webcam, its great.	-1	Aside from the trial software and the short battery life, lack of a webcam, its great. [SEP] battery life
1126	1126	LOCATION1	here is what I recommend:  LOCATION1: there is a tube stop for this area	1	here is what I recommend:  LOCATION1: there is a tube stop for this area [SEP] LOCATION1
2140	84	XP	Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	1	Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could. [SEP] XP
2424	368	features	I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.	1	I am first time Mac Buyer and am amazed at features and ease of use the Mac offers. [SEP] features
3110	1054	PORTABILITY	GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!	1	GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!! [SEP] PORTABILITY
1172	1172	LOCATION1	well you can try LOCATION1 (I lived there 4 years)	1	well you can try LOCATION1 (I lived there 4 years) [SEP] LOCATION1
3891	1835	Pastrami or corned beef	Pastrami or corned beef are juicy and piled high (ask for extra rye bread).	1	Pastrami or corned beef are juicy and piled high (ask for extra rye bread). [SEP] Pastrami or corned beef
3910	1854	location	The location and ambience is Ok but the food is what makes up for it.	0	The location and ambience is Ok but the food is what makes up for it. [SEP] location
5601	3545	delivery	And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.	-1	And I would have to agree with the masses in terms of service - delivery is their Achilles' heel. [SEP] delivery
1815	1815	LOCATION1	LOCATION1 is more leafy and near LOCATION2 - quite nice 	1	LOCATION1 is more leafy and near LOCATION2 - quite nice  [SEP] LOCATION1
812	812	LOCATION1	LOCATION1/LOCATION2 is pretty cheap for flat shares with other students - Not the nicest area but it is cheap	-1	LOCATION1/LOCATION2 is pretty cheap for flat shares with other students - Not the nicest area but it is cheap [SEP] LOCATION1
3035	979	response	I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;	1	I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent; [SEP] response
2534	478	SERVICE	A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.	-1	A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE. [SEP] SERVICE
478	478	LOCATION2	I'll go to LOCATION1, particularly LOCATION2	1	I'll go to LOCATION1, particularly LOCATION2 [SEP] LOCATION2
4349	2293	food	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	1	The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes. [SEP] food
5268	3212	bread	The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.	-1	The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful. [SEP] bread
4496	2440	pastrami sandwiches	Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.	0	Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants. [SEP] pastrami sandwiches
5522	3466	wine list	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.	1	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced. [SEP] wine list
2299	243	price	Like the price and operation.	1	Like the price and operation. [SEP] price
3872	1816	food	I found the food to be outstanding, particulary the salmon dish I had.	1	I found the food to be outstanding, particulary the salmon dish I had. [SEP] food
4986	2930	food	Aside from the rushed service, we were very impressed with the food and the drinks.	1	Aside from the rushed service, we were very impressed with the food and the drinks. [SEP] food
3248	1192	built	Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.	1	Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance. [SEP] built
773	773	LOCATION1	LOCATION1 isnt too bad, really	1	LOCATION1 isnt too bad, really [SEP] LOCATION1
2718	662	techs	It took Toshiba tech support 4 calls and 4 different techs to correct the problem.	-1	It took Toshiba tech support 4 calls and 4 different techs to correct the problem. [SEP] techs
1207	1207	LOCATION1	However, I don't like LOCATION1	-1	However, I don't like LOCATION1 [SEP] LOCATION1
548	548	LOCATION2	LOCATION1 / LOCATION2 area is lovely, my brother lives there with his wife and two young children and they're very happy	1	LOCATION1 / LOCATION2 area is lovely, my brother lives there with his wife and two young children and they're very happy [SEP] LOCATION2
641	641	LOCATION1	LOCATION1 is also a good area	1	LOCATION1 is also a good area [SEP] LOCATION1
5980	3924	service	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	-1	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible. [SEP] service
713	713	LOCATION1	LOCATION1 is nice as well , but the tube hall is very scarry , specially when only a few ppl in it with you	1	LOCATION1 is nice as well , but the tube hall is very scarry , specially when only a few ppl in it with you [SEP] LOCATION1
5328	3272	food	Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.	0	Still, try it once, since if you end up loving the food, it could be one of your best dining experiences. [SEP] food
5798	3742	sushi	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	0	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check. [SEP] sushi
1582	1582	LOCATION2	 yes LOCATION2 London and LOCATION1 are very good areas	1	 yes LOCATION2 London and LOCATION1 are very good areas [SEP] LOCATION2
3888	1832	indian	i don't usually order wine with indian so i can't comment on their wine list or their wines.	0	i don't usually order wine with indian so i can't comment on their wine list or their wines. [SEP] indian
3013	957	manual	I think the manual is somewhere on the hard drive, but I rather have a hard copy.	0	I think the manual is somewhere on the hard drive, but I rather have a hard copy. [SEP] manual
965	965	LOCATION1	So, please don't think we are being ignorant,   Try LOCATION1	1	So, please don't think we are being ignorant,   Try LOCATION1 [SEP] LOCATION1
1538	1538	LOCATION1	 LOCATION1 is quite a cool place to wander about with a couple of markets , a big park , and the river thames to walk along London Eye 	1	 LOCATION1 is quite a cool place to wander about with a couple of markets , a big park , and the river thames to walk along London Eye  [SEP] LOCATION1
2753	697	KEYBOARD	EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.	-1	EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED. [SEP] KEYBOARD
1436	1436	LOCATION1	You could try LOCATION1 but keep away from the LOCATION2	1	You could try LOCATION1 but keep away from the LOCATION2 [SEP] LOCATION1
3730	1674	food	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	1	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere. [SEP] food
2011	2011	LOCATION2	You could also look at LOCATION2 or LOCATION1	1	You could also look at LOCATION2 or LOCATION1 [SEP] LOCATION2
4425	2369	amount	If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.	-1	If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount. [SEP] amount
4344	2288	hot dogs	The hot dogs were cold in the middle and the buns were stale.	-1	The hot dogs were cold in the middle and the buns were stale. [SEP] hot dogs
2301	245	components	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	-1	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range. [SEP] components
2745	689	booting up	It is fast booting up , shutting down, and connection with the internet.	1	It is fast booting up , shutting down, and connection with the internet. [SEP] booting up
3600	1544	Food	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	0	Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene. [SEP] Food
794	794	LOCATION1	LOCATION1 wasn't such a nice area but  it didn't take long to get into  LOCATION2	-1	LOCATION1 wasn't such a nice area but  it didn't take long to get into  LOCATION2 [SEP] LOCATION1
3810	1754	burger	While certain staples are excellent (the burger, some of the pastas), the food is not really the point.	1	While certain staples are excellent (the burger, some of the pastas), the food is not really the point. [SEP] burger
4004	1948	service	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.	1	I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list. [SEP] service
5252	3196	crabmeat	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	-1	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner. [SEP] crabmeat
5220	3164	service	I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.	1	I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna. [SEP] service
1942	1942	LOCATION1	People often cite LOCATION1 as bad but I thought LOCATION2 was worse	-1	People often cite LOCATION1 as bad but I thought LOCATION2 was worse [SEP] LOCATION1
5003	2947	service	The blond wood decor is very soothing, the premium sake is excellent and the service is great.	1	The blond wood decor is very soothing, the premium sake is excellent and the service is great. [SEP] service
2309	253	works	Great Laptop for the price, works well with action pack games.	1	Great Laptop for the price, works well with action pack games. [SEP] works
4633	2577	dining room	The dining room is quietly elegant with no music to shout over -- how refreshing!	1	The dining room is quietly elegant with no music to shout over -- how refreshing! [SEP] dining room
4455	2399	salmon	My turkey burger was not cooked at all, my friends salmon was completely raw.	-1	My turkey burger was not cooked at all, my friends salmon was completely raw. [SEP] salmon
2455	399	use	It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.	1	It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming. [SEP] use
4648	2592	rice	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	0	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away. [SEP] rice
4740	2684	congee	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.	1	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread. [SEP] congee
4029	1973	flour	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.	1	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY. [SEP] flour
2057	1	battery life	I charge it at night and skip taking the cord with me because of the good battery life.	1	I charge it at night and skip taking the cord with me because of the good battery life. [SEP] battery life
3899	1843	food	The waitress was very patient with us and the food is phenomenal!	1	The waitress was very patient with us and the food is phenomenal! [SEP] food
4919	2863	currys (masaman, green, red)	You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.	1	You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it. [SEP] currys (masaman, green, red)
1566	1566	LOCATION1	 just stay away from LOCATION1 I lived in London and worked all over it for several years	1	 just stay away from LOCATION1 I lived in London and worked all over it for several years [SEP] LOCATION1
2048	2048	LOCATION1	stay away from LOCATION1	-1	stay away from LOCATION1 [SEP] LOCATION1
4741	2685	bread	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.	1	Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread. [SEP] bread
986	986	LOCATION1	The LOCATION2 / LOCATION1 corridor is quite nice	1	The LOCATION2 / LOCATION1 corridor is quite nice [SEP] LOCATION1
5287	3231	portion sizes	The food is tasty and portion sizes are appropriate.	1	The food is tasty and portion sizes are appropriate. [SEP] portion sizes
3004	948	power	The sheer power and flexibility makes the MacBook Pro a must have for any techie!	1	The sheer power and flexibility makes the MacBook Pro a must have for any techie! [SEP] power
1956	1956	LOCATION1	Somewhere like LOCATION1 has a very nice atmosphere	1	Somewhere like LOCATION1 has a very nice atmosphere [SEP] LOCATION1
5154	3098	desserts	We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.	1	We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house. [SEP] desserts
591	591	LOCATION1	LOCATION1 in SE London is like a nice village within London	1	LOCATION1 in SE London is like a nice village within London [SEP] LOCATION1
2760	704	hook to my wireless network	It's fast, it's easy easy easy to set up, easy to hook to my wireless network.	1	It's fast, it's easy easy easy to set up, easy to hook to my wireless network. [SEP] hook to my wireless network
4956	2900	service	The food was below average, the service was pathetic, there was no ambience at all.	-1	The food was below average, the service was pathetic, there was no ambience at all. [SEP] service
4123	2067	salads	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	1	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. [SEP] salads
4747	2691	food	The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).	1	The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour). [SEP] food
2391	335	movie-making	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.	0	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc. [SEP] movie-making
2527	471	music software	Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.	-1	Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers. [SEP] music software
1009	1009	LOCATION1	The streets are brightly painted in impressive graffiti, LOCATION1 is a really interesting place and the clubs/bars are very cool	1	The streets are brightly painted in impressive graffiti, LOCATION1 is a really interesting place and the clubs/bars are very cool [SEP] LOCATION1
3125	1069	battery life	The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.	1	The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent. [SEP] battery life
1722	1722	LOCATION1	If money is no object look at LOCATION2 and LOCATION1	1	If money is no object look at LOCATION2 and LOCATION1 [SEP] LOCATION1
3617	1561	bistro-type vibe	The atmosphere was crowded but it was a great bistro-type vibe.	1	The atmosphere was crowded but it was a great bistro-type vibe. [SEP] bistro-type vibe
659	659	LOCATION2	LOCATION1 is beautiful  I currently live just off LOCATION2 and I like it 	1	LOCATION1 is beautiful  I currently live just off LOCATION2 and I like it  [SEP] LOCATION2
2410	354	price	The price and features more than met my needs.	1	The price and features more than met my needs. [SEP] price
1297	1297	LOCATION1	LOCATION1 is a decent area and easy to get to work on the train	1	LOCATION1 is a decent area and easy to get to work on the train [SEP] LOCATION1
86	86	LOCATION1	 I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London	1	 I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London [SEP] LOCATION1
4302	2246	table	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.	0	There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice. [SEP] table
2529	473	picture	Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.	-1	Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers. [SEP] picture
1459	1459	LOCATION2	my other favorites are LOCATION1 and LOCATION2	1	my other favorites are LOCATION1 and LOCATION2 [SEP] LOCATION2
4348	2292	flavors	The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.	1	The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine. [SEP] flavors
571	571	LOCATION1	LOCATION1 and all nearby areas are very nice too  	1	LOCATION1 and all nearby areas are very nice too   [SEP] LOCATION1
3497	1441	food	Great food at REASONABLE prices, makes for an evening that can't be beat!	1	Great food at REASONABLE prices, makes for an evening that can't be beat! [SEP] food
4620	2564	nori-wrapped tuna	Best dish is nori-wrapped tuna.	1	Best dish is nori-wrapped tuna. [SEP] nori-wrapped tuna
2685	629	screen size	This computer is exceptionally thin for it's screen size and processing power.	1	This computer is exceptionally thin for it's screen size and processing power. [SEP] screen size
5243	3187	eggplant parmesan	The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.	1	The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce. [SEP] eggplant parmesan
1041	1041	LOCATION2	Try LOCATION1  (cheap accomopdation+food)  Avoid LOCATION2 (not safe for night travels)	-1	Try LOCATION1  (cheap accomopdation+food)  Avoid LOCATION2 (not safe for night travels) [SEP] LOCATION2
2876	820	bluray player	The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.	0	The machine has a bluray player the book has no mention of it or how to connect it to your HDTV. [SEP] bluray player
2839	783	gadgets	It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.	0	It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops. [SEP] gadgets
4766	2710	Guizhou Chicken	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.	1	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy. [SEP] Guizhou Chicken
3493	1437	service	Best of all is the warm vibe, the owner is super friendly and service is fast.	1	Best of all is the warm vibe, the owner is super friendly and service is fast. [SEP] service
3928	1872	food	The food was not very tasty, the portioins were tiny even for such a high quality restaurant.	-1	The food was not very tasty, the portioins were tiny even for such a high quality restaurant. [SEP] food
4675	2619	buffet	Dahkin also offers prix fixe lunch and buffet.	1	Dahkin also offers prix fixe lunch and buffet. [SEP] buffet
1063	1063	LOCATION1	Try west, like LOCATION1, s	1	Try west, like LOCATION1, s [SEP] LOCATION1
4929	2873	house champagne	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	1	Great wine selection, Gigondas is worth the price, and the house champagne is a great value. [SEP] house champagne
50	50	LOCATION1	  really nice area is LOCATION2 or LOCATION1	1	  really nice area is LOCATION2 or LOCATION1 [SEP] LOCATION1
1812	1812	LOCATION1	LOCATION1 is marvellous	1	LOCATION1 is marvellous [SEP] LOCATION1
1671	1671	LOCATION1	I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable 	1	I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable  [SEP] LOCATION1
1450	1450	LOCATION1	check it out LOCATION1's not a bad place either	1	check it out LOCATION1's not a bad place either [SEP] LOCATION1
3556	1500	order	I also ordered for delivery and the restaurant forgot half the order.	-1	I also ordered for delivery and the restaurant forgot half the order. [SEP] order
717	717	LOCATION1	LOCATION1 is nice but youd need to look around for a decent priced place to live Tickets : THURSDAY 14th AUGUST @ SeOne Rough Hill the UKs largest Student events company are throwing The BIGGEST A-level Results party in History	1	LOCATION1 is nice but youd need to look around for a decent priced place to live Tickets : THURSDAY 14th AUGUST @ SeOne Rough Hill the UKs largest Student events company are throwing The BIGGEST A-level Results party in History [SEP] LOCATION1
1136	1136	LOCATION1	i'm from LOCATION1 right next to LOCATION2 and its a pretty good borough, nice restaurants and parks	1	i'm from LOCATION1 right next to LOCATION2 and its a pretty good borough, nice restaurants and parks [SEP] LOCATION1
3621	1565	food	What is even better, is that the prices are very affordable as well, and the food is really good.	1	What is even better, is that the prices are very affordable as well, and the food is really good. [SEP] food
5718	3662	appetizer	They are served with a free appetizer and the portions are perfect for lunch.	1	They are served with a free appetizer and the portions are perfect for lunch. [SEP] appetizer
2889	833	iDVD	Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.	1	Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be. [SEP] iDVD
512	512	LOCATION1	In contrast, LOCATION1 is lovely - leafy, EXTREMELY highly sought after - house prices through the roof	1	In contrast, LOCATION1 is lovely - leafy, EXTREMELY highly sought after - house prices through the roof [SEP] LOCATION1
1797	1797	LOCATION1	LOCATION1 is becoming a ghetto now  	-1	LOCATION1 is becoming a ghetto now   [SEP] LOCATION1
654	654	LOCATION1	LOCATION1 is an upmarket residential area and very cosmopolitan	1	LOCATION1 is an upmarket residential area and very cosmopolitan [SEP] LOCATION1
2473	417	Vista	We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.	-1	We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update. [SEP] Vista
2394	338	Pages	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.	0	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc. [SEP] Pages
5200	3144	shrimp appetizer	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.	1	try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great. [SEP] shrimp appetizer
