	Unnamed: 0	target	text	sentiment	target_text
648	648	LOCATION1	LOCATION1 is an absolute toilet	-1	LOCATION1 is an absolute toilet [SEP] LOCATION1
4109	2053	staff	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!	1	Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome! [SEP] staff
2696	640	Itunes	I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.	1	I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour. [SEP] Itunes
4755	2699	service	Ambience is delightful, service impeccable.	1	Ambience is delightful, service impeccable. [SEP] service
3189	1133	features	It has easy to use features and all the speed and power I could ask for.	1	It has easy to use features and all the speed and power I could ask for. [SEP] features
5788	3732	cost	Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.	-1	Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare. [SEP] cost
4423	2367	pub	But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.	-1	But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'. [SEP] pub
3055	999	printer software	Other installed features, such as certain printer software, are also most attractive.	1	Other installed features, such as certain printer software, are also most attractive. [SEP] printer software
3193	1137	Applecare warranty plan	My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.	1	My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan. [SEP] Applecare warranty plan
1845	1845	LOCATION1	LOCATION1 is quite nice and quaint beleive it or not	1	LOCATION1 is quite nice and quaint beleive it or not [SEP] LOCATION1
1448	1448	LOCATION1	avoid LOCATION2 and LOCATION1 , the rest is ok to good	-1	avoid LOCATION2 and LOCATION1 , the rest is ok to good [SEP] LOCATION1
5852	3796	brunch	We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.	1	We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time. [SEP] brunch
3838	1782	service	Highly recommend this as great value for excellent sushi and service.	1	Highly recommend this as great value for excellent sushi and service. [SEP] service
3782	1726	price	I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.	0	I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor. [SEP] price
2425	369	use	I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.	1	I am first time Mac Buyer and am amazed at features and ease of use the Mac offers. [SEP] use
922	922	LOCATION1	No Area In LOCATION1 Is Nice	-1	No Area In LOCATION1 Is Nice [SEP] LOCATION1
1231	1231	LOCATION1	I live near LOCATION1 and I have to say that it's a pretty nice area	1	I live near LOCATION1 and I have to say that it's a pretty nice area [SEP] LOCATION1
5494	3438	cheesecake	I got an excellent piece of cheesecake and we had several other nice pastries.	1	I got an excellent piece of cheesecake and we had several other nice pastries. [SEP] cheesecake
1112	1112	LOCATION2	a bit I think LOCATION1 and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban	-1	a bit I think LOCATION1 and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban [SEP] LOCATION2
4759	2703	dinner menu to sit	Although be warned their dinner menu to sit and take out prices are different.	0	Although be warned their dinner menu to sit and take out prices are different. [SEP] dinner menu to sit
4935	2879	Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)	But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).	1	But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual). [SEP] Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)
4517	2461	Guizhou chicken	my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).	1	my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu). [SEP] Guizhou chicken
2897	841	surfing	If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.	0	If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want. [SEP] surfing
3593	1537	kababs	and yes Dal Bukhara is so dam good and so are all the kababs.	1	and yes Dal Bukhara is so dam good and so are all the kababs. [SEP] kababs
270	270	LOCATION1	Avoid the area around LOCATION1 like the plague	-1	Avoid the area around LOCATION1 like the plague [SEP] LOCATION1
4118	2062	fat	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	-1	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience). [SEP] fat
150	150	LOCATION1	 LOCATION2 is quite nice and not too bad as it borders on to LOCATION1 which is a very nice area	1	 LOCATION2 is quite nice and not too bad as it borders on to LOCATION1 which is a very nice area [SEP] LOCATION1
2872	816	spreadsheets	I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).	0	I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office). [SEP] spreadsheets
3255	1199	performance	My friend reports the notebook is astonishing in performance, picture quality, and ease of use.	1	My friend reports the notebook is astonishing in performance, picture quality, and ease of use. [SEP] performance
1547	1547	LOCATION2	 This may sound stupid but whenever I visit a rough part of London such a as LOCATION2 or LOCATION1 I really enjoy it there	1	 This may sound stupid but whenever I visit a rough part of London such a as LOCATION2 or LOCATION1 I really enjoy it there [SEP] LOCATION2
1132	1132	LOCATION1	i used to live all over LOCATION1  and for me it was perfect	1	i used to live all over LOCATION1  and for me it was perfect [SEP] LOCATION1
715	715	LOCATION1	LOCATION1 is nice but youd need to look around for a decent priced place to live 	1	LOCATION1 is nice but youd need to look around for a decent priced place to live  [SEP] LOCATION1
3336	1280	shipping	"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."	1	"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product. [SEP] shipping"
1700	1700	LOCATION1	I would recommend LOCATION1 over LOCATION1 	1	I would recommend LOCATION1 over LOCATION1  [SEP] LOCATION1
2643	587	screen	The large screen also helps when you are working in design based programs like Adobe Creative Suite.	1	The large screen also helps when you are working in design based programs like Adobe Creative Suite. [SEP] screen
5506	3450	foie gras terrine with figs	The duck confit is always amazing and the foie gras terrine with figs was out of this world.	1	The duck confit is always amazing and the foie gras terrine with figs was out of this world. [SEP] foie gras terrine with figs
5320	3264	waiter	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.	0	It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere. [SEP] waiter
5335	3279	Price	Price and quality of fish alone will keep us from making a return visit.	-1	Price and quality of fish alone will keep us from making a return visit. [SEP] Price
207	207	LOCATION1	A great place LOCATION1 Middx is not in London and is only a postal name as LOCATION2 is now Surrey -	1	A great place LOCATION1 Middx is not in London and is only a postal name as LOCATION2 is now Surrey - [SEP] LOCATION1
797	797	LOCATION1	LOCATION1 would be a good choice , but the rent is quite expensive	1	LOCATION1 would be a good choice , but the rent is quite expensive [SEP] LOCATION1
1052	1052	LOCATION1	Try LOCATION2  and  LOCATION1	1	Try LOCATION2  and  LOCATION1 [SEP] LOCATION1
1470	1470	LOCATION1	  All the neighborhoods around LOCATION1 are very nice and safe	1	  All the neighborhoods around LOCATION1 are very nice and safe [SEP] LOCATION1
3001	945	shipping	"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."	1	"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product. [SEP] shipping"
2629	573	system memory	It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.	-1	It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3. [SEP] system memory
3475	1419	cheese	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	0	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it. [SEP] cheese
5249	3193	shrimp	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	-1	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner. [SEP] shrimp
3904	1848	owners	Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.	1	Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back. [SEP] owners
2967	911	user interface	The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.	1	The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing. [SEP] user interface
3543	1487	service	They are often crowded on the weekends but they are efficient and accurate with their service.	1	They are often crowded on the weekends but they are efficient and accurate with their service. [SEP] service
2620	564	mobile video editing	It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).	0	It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing). [SEP] mobile video editing
4240	2184	sake	I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.	1	I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49. [SEP] sake
5661	3605	backyard dining area	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area. [SEP] backyard dining area
1899	1899	LOCATION1	LOCATION2 obviously, unless you enjoy commuting I love LOCATION1	1	LOCATION2 obviously, unless you enjoy commuting I love LOCATION1 [SEP] LOCATION1
3805	1749	service	We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.	1	We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service. [SEP] service
4364	2308	pizza	The pizza was delivered cold and the cheese wasn't even fully melted!	-1	The pizza was delivered cold and the cheese wasn't even fully melted! [SEP] pizza
5858	3802	service	The service was excellent, the food was excellent, but the entire experience was very cool.	1	The service was excellent, the food was excellent, but the entire experience was very cool. [SEP] service
3700	1644	chocolate bread pudding	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	1	You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert. [SEP] chocolate bread pudding
2759	703	set up	It's fast, it's easy easy easy to set up, easy to hook to my wireless network.	1	It's fast, it's easy easy easy to set up, easy to hook to my wireless network. [SEP] set up
430	430	LOCATION1	I used to live in LOCATION1 and I liked it	1	I used to live in LOCATION1 and I liked it [SEP] LOCATION1
4677	2621	service	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	1	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was. [SEP] service
4579	2523	food	If you want a casual neighborhood bistro that has great food and excellent service, this is the place.	1	If you want a casual neighborhood bistro that has great food and excellent service, this is the place. [SEP] food
1991	1991	LOCATION1	There are some nice parts to LOCATION1, especially to the south, east and west 	1	There are some nice parts to LOCATION1, especially to the south, east and west  [SEP] LOCATION1
4906	2850	cheese fondue	We could only get through an appetizer and cheese fondue.	0	We could only get through an appetizer and cheese fondue. [SEP] cheese fondue
4418	2362	parmesean porcini souffle	Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.	1	Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite. [SEP] parmesean porcini souffle
1002	1002	LOCATION1	The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school	1	The most upmarket part is LOCATION1 or  LOCATION2 which is the location of the famous public school [SEP] LOCATION1
3773	1717	containers	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	0	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were. [SEP] containers
4865	2809	reservation	we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.	0	we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation. [SEP] reservation
3981	1925	service	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	1	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat. [SEP] service
4825	2769	massamman curry	Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.	1	Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom. [SEP] massamman curry
1150	1150	LOCATION1	parts of LOCATION2 and LOCATION1 are poor areas and i'm not willing to go there	-1	parts of LOCATION2 and LOCATION1 are poor areas and i'm not willing to go there [SEP] LOCATION1
385	385	LOCATION1	I live in LOCATION1 at the moment, which is lovely, and there are a lot of foreign people who choose to move here	1	I live in LOCATION1 at the moment, which is lovely, and there are a lot of foreign people who choose to move here [SEP] LOCATION1
4842	2786	check	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	0	When we were finally seated our waitress came by twice-1 for our order and 2-for our check. [SEP] check
1727	1727	LOCATION1	If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice	1	If you do n't mind living quite a long way out places like LOCATION1 and LOCATION2 are also cheap and quite nice [SEP] LOCATION1
1145	1145	LOCATION1	north-west London  areas such as LOCATION1 is a good area, very peaceful, but a very expensive area, and a large Jewish community	1	north-west London  areas such as LOCATION1 is a good area, very peaceful, but a very expensive area, and a large Jewish community [SEP] LOCATION1
3751	1695	tonic	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.	0	When he finally did, he was unable to make a gin and tonic -- couldn't find tonic. [SEP] tonic
3171	1115	internet use	It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.	1	It works great for general internet use, Microsoft Office apps, home bookkeeping, etc. [SEP] internet use
5992	3936	food	All in all the food was above average and I would return to see how they operate with four or less dinners.	1	All in all the food was above average and I would return to see how they operate with four or less dinners. [SEP] food
4524	2468	samosa chaats	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	1	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers. [SEP] samosa chaats
5532	3476	staff	The staff is excellent, specjal: that girl behind the bar, european chic.	1	The staff is excellent, specjal: that girl behind the bar, european chic. [SEP] staff
607	607	LOCATION1	LOCATION1 is a cute area near St Mary 's College and a huge rugby stadium , so the town is usually pretty lively	1	LOCATION1 is a cute area near St Mary 's College and a huge rugby stadium , so the town is usually pretty lively [SEP] LOCATION1
5503	3447	place	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	1	The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse. [SEP] place
2178	122	battery	Great battery, speed, display.	1	Great battery, speed, display. [SEP] battery
3697	1641	pumkin tortelini	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	1	The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini. [SEP] pumkin tortelini
4803	2747	tiramisu	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	-1	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had. [SEP] tiramisu
4453	2397	wine	Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.	1	Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience. [SEP] wine
3680	1624	sushi	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	1	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura. [SEP] sushi
1158	1158	LOCATION1	sorry LOCATION1 is marvellous	1	sorry LOCATION1 is marvellous [SEP] LOCATION1
5478	3422	service	You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.	-1	You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place. [SEP] service
4858	2802	food	The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!	1	The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world! [SEP] food
3734	1678	quality	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	1	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality). [SEP] quality
4033	1977	plates	The food looked very appetizing and delicious since it came on a variety of fancy plates.	1	The food looked very appetizing and delicious since it came on a variety of fancy plates. [SEP] plates
3415	1359	keyboard functions	This computer that I have has had issues with the keyboard where it lost half the keyboard functions.	-1	This computer that I have has had issues with the keyboard where it lost half the keyboard functions. [SEP] keyboard functions
3390	1334	mic	Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.	-1	Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction. [SEP] mic
3599	1543	glass of Leaping Lizard	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	1	A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy. [SEP] glass of Leaping Lizard
443	443	LOCATION1	I would pick LOCATION1	1	I would pick LOCATION1 [SEP] LOCATION1
2939	883	drivers	When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.	-1	When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues. [SEP] drivers
698	698	LOCATION2	LOCATION1 is largely downmarket and very racially mixed , and so is much of LOCATION2	-1	LOCATION1 is largely downmarket and very racially mixed , and so is much of LOCATION2 [SEP] LOCATION2
5961	3905	service	The food was great and the service was even better.	1	The food was great and the service was even better. [SEP] service
991	991	LOCATION2	The best and safest place is LOCATION2 or LOCATION1	1	The best and safest place is LOCATION2 or LOCATION1 [SEP] LOCATION2
5450	3394	Quality	Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).	1	Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio). [SEP] Quality
1658	1658	LOCATION1	I hear LOCATION1 is nice	1	I hear LOCATION1 is nice [SEP] LOCATION1
88	88	LOCATION2	 I would suggest looking at the area around LOCATION2 or LOCATION1	1	 I would suggest looking at the area around LOCATION2 or LOCATION1 [SEP] LOCATION2
4228	2172	cheff	I really loved the different and inovated touch that's the cheff gives to the food.	1	I really loved the different and inovated touch that's the cheff gives to the food. [SEP] cheff
507	507	LOCATION2	If you want a bit better quality of life  consider LOCATION1 and LOCATION2  being the nicest in my opinion	1	If you want a bit better quality of life  consider LOCATION1 and LOCATION2  being the nicest in my opinion [SEP] LOCATION2
2357	301	font	Features like the font are very block-like and old school.	-1	Features like the font are very block-like and old school. [SEP] font
484	484	LOCATION1	I've always liked LOCATION1 and LOCATION2 meself, hon	1	I've always liked LOCATION1 and LOCATION2 meself, hon [SEP] LOCATION1
3318	1262	driver/application DVD	But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.	0	But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD. [SEP] driver/application DVD
3537	1481	menu	The menu is limited but almost all of the dishes are excellent.	-1	The menu is limited but almost all of the dishes are excellent. [SEP] menu
5470	3414	ambiance	While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.	1	While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for. [SEP] ambiance
3911	1855	ambience	The location and ambience is Ok but the food is what makes up for it.	0	The location and ambience is Ok but the food is what makes up for it. [SEP] ambience
3164	1108	wall charger	Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.	0	Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome. [SEP] wall charger
5989	3933	place	They need a kick out of it but until then the sushi is pretty good and the place is consistent.	1	They need a kick out of it but until then the sushi is pretty good and the place is consistent. [SEP] place
5060	3004	sugar	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.	-1	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table. [SEP] sugar
4640	2584	white bean brushetta	The white bean brushetta to start was incredible and the pasta was phenomenal.	1	The white bean brushetta to start was incredible and the pasta was phenomenal. [SEP] white bean brushetta
5514	3458	value	This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.	-1	This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion. [SEP] value
3192	1136	power supply cord	My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.	-1	My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan. [SEP] power supply cord
780	780	LOCATION2	LOCATION1 or LOCATION2 - fab places	1	LOCATION1 or LOCATION2 - fab places [SEP] LOCATION2
5865	3809	tables	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	1	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better. [SEP] tables
4768	2712	Sichuan Spicy Soft Shell Crab	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.	1	my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy. [SEP] Sichuan Spicy Soft Shell Crab
4483	2427	menu	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.	0	But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get. [SEP] menu
3771	1715	employees	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	-1	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were. [SEP] employees
49	49	LOCATION1	  i come from same area as david and have to agree if going to live in suburbia then LOCATION1 area is good but EXPENSIVE	1	  i come from same area as david and have to agree if going to live in suburbia then LOCATION1 area is good but EXPENSIVE [SEP] LOCATION1
5359	3303	Service	Service was devine, oysters where a sensual as they come, and the price can't be beat!!!	1	Service was devine, oysters where a sensual as they come, and the price can't be beat!!! [SEP] Service
802	802	LOCATION1	LOCATION1's also nice, as are parts of LOCATION2	1	LOCATION1's also nice, as are parts of LOCATION2 [SEP] LOCATION1
5263	3207	seated	Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.	1	Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems. [SEP] seated
3283	1227	graphics editing	But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.	0	But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming. [SEP] graphics editing
290	290	LOCATION1	Come to think of it , LOCATION1 is a great location	1	Come to think of it , LOCATION1 is a great location [SEP] LOCATION1
309	309	LOCATION1	Even tho i have bare mates from LOCATION1 and I used to hang around alot, it is still queit a bad part of the town	-1	Even tho i have bare mates from LOCATION1 and I used to hang around alot, it is still queit a bad part of the town [SEP] LOCATION1
1706	1706	LOCATION1	I'd say LOCATION1	1	I'd say LOCATION1 [SEP] LOCATION1
4336	2280	pastas	All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.	1	All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City. [SEP] pastas
5748	3692	Boton Shrimp	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc. [SEP] Boton Shrimp
5752	3696	room	While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	-1	While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate. [SEP] room
3147	1091	motherboard	The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.	0	The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone. [SEP] motherboard
1941	1941	LOCATION2	People often cite LOCATION1 as bad but I thought LOCATION2 was worse	-1	People often cite LOCATION1 as bad but I thought LOCATION2 was worse [SEP] LOCATION2
5734	3678	Shanghai low mein	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.	1	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions. [SEP] Shanghai low mein
5113	3057	food	Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	-1	Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food. [SEP] food
2091	35	windows	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.	-1	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files. [SEP] windows
2886	830	carry	Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.	1	Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag. [SEP] carry
5932	3876	taste	The prices cannot be beat for the quality, quantity, freshness and taste.	1	The prices cannot be beat for the quality, quantity, freshness and taste. [SEP] taste
1291	1291	LOCATION1	LOCATION1 is OK but where are you coming from	1	LOCATION1 is OK but where are you coming from [SEP] LOCATION1
978	978	LOCATION1	Take a look at LOCATION1 too	1	Take a look at LOCATION1 too [SEP] LOCATION1
1354	1354	LOCATION2	LOCATION1 or LOCATION2 if you can afford either of these areas	1	LOCATION1 or LOCATION2 if you can afford either of these areas [SEP] LOCATION2
4093	2037	food	The server was really cool and served us our food and drinks with a smile.	0	The server was really cool and served us our food and drinks with a smile. [SEP] food
630	630	LOCATION1	LOCATION1 is a pretty decent area and links to LOCATION2 are excellent	1	LOCATION1 is a pretty decent area and links to LOCATION2 are excellent [SEP] LOCATION1
5119	3063	portion size	The menu prices are a bit expensive for what you get in quality and portion size.	-1	The menu prices are a bit expensive for what you get in quality and portion size. [SEP] portion size
2883	827	online service	Windows Vista makes this computer almost unusable for online service.	-1	Windows Vista makes this computer almost unusable for online service. [SEP] online service
3267	1211	motherboard chip	(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.)	0	(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.) [SEP] motherboard chip
5816	3760	price	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	1	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience. [SEP] price
